,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00;
,00,15,03,03,03,03,03,11,99,03,03,99,03,11,03,11,03,03,03,03,06,01,15,03,99,11,99,11,03,03,14,01,00;
,00,02,01,01,01,01,01,02,01,01,01,01,01,96,01,99,01,01,01,01,01,01,96,01,01,99,01,02,01,01,86,01,00;
,00,08,03,11,03,14,01,12,03,03,99,06,01,12,03,09,96,03,96,03,98,03,09,03,99,13,01,86,01,15,09,14,00;
,00,02,01,99,01,02,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,02,01,99,01,86,00;
,00,08,03,10,01,02,01,00,01,01,00,53,00,01,01,01,01,01,01,01,00,53,00,01,01,00,01,60,01,08,03,10,00;
,00,99,01,02,01,12,14,00,01,01,71,01,71,01,01,01,01,01,01,01,71,01,71,01,01,00,01,04,01,02,01,02,00;
,00,08,03,10,01,01,02,00,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00,01,01,01,02,01,02,00;
,00,02,01,02,01,05,13,01,01,01,01,01,01,01,83,82,01,82,83,01,01,01,01,01,01,01,01,05,11,09,99,10,00;
,00,99,01,02,01,01,01,01,01,80,80,80,01,01,83,82,50,82,83,01,01,81,81,81,01,01,01,01,02,01,01,02,00;
,00,08,03,09,03,99,14,01,01,01,01,01,01,01,01,00,00,00,01,01,01,01,01,01,01,01,01,01,02,01,01,02,00;
,00,02,01,01,01,01,99,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,15,99,09,99,03,10,00;
,00,99,01,01,01,01,08,95,01,01,01,01,01,01,01,00,70,00,01,01,01,01,01,01,01,92,13,01,01,01,01,02,00;
,00,08,03,14,01,01,02,00,01,01,01,01,01,70,01,51,00,52,01,70,01,01,01,01,01,00,01,05,14,01,01,02,00;
,00,02,01,02,01,01,02,00,01,01,01,01,01,01,01,00,70,00,01,01,01,01,01,01,01,00,01,01,02,01,01,02,00;
,00,61,03,09,03,76,13,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,12,03,03,13,00;
,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00;
