,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00;
,00,15,03,99,03,03,03,11,03,99,03,03,14,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00;
,00,02,01,01,01,01,01,02,01,01,01,01,99,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,00;
,00,99,01,01,01,01,01,12,99,03,03,03,09,03,96,03,03,03,03,03,03,98,03,03,03,03,14,01,01,01,01,01,00;
,00,02,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,96,01,01,01,01,01,00;
,00,08,03,14,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,01,08,03,03,03,14,01,00;
,00,02,01,02,00,01,01,01,01,01,01,01,01,97,01,01,01,01,01,01,01,01,00,01,01,01,02,01,01,01,02,01,00;
,00,99,01,02,00,01,01,01,01,01,01,01,01,97,01,01,01,01,01,01,01,01,00,01,01,01,02,01,01,01,99,01,00;
,00,02,01,02,00,01,01,01,01,01,01,97,01,97,01,97,01,01,01,01,01,01,00,01,01,01,99,01,01,01,12,14,00;
,00,99,01,02,01,01,01,01,01,01,01,01,97,01,97,01,01,01,01,01,01,01,01,15,03,03,09,03,14,01,01,02,00;
,00,12,99,10,01,01,01,01,01,01,01,01,01,97,01,01,01,01,01,01,01,01,01,99,01,01,01,01,12,99,03,10,00;
,00,01,01,02,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,08,03,14,01,01,01,01,01,02,00;
,00,01,01,12,95,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,92,10,01,02,01,01,01,01,01,02,00;
,00,01,01,01,00,01,01,93,01,00,01,01,01,01,01,01,01,00,01,93,01,01,00,02,01,08,99,14,01,01,01,99,00;
,00,01,01,01,00,01,01,01,01,00,01,50,50,50,50,50,01,00,01,01,01,01,00,12,99,10,01,99,01,01,01,02,00;
,00,01,01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,12,03,09,03,99,03,13,00;
,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00;
